title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello NIQUIA,$ 270.000.000,"80,00 m²",3,2,1,nan,"80,00m²",4,nan,3.375.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello VALERIAS,$ 175.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,nan,2.822.581/m²,nan
Apartamento en Venta Bello NIQUIA,$ 320.000.000,"91,00 m²",3,2,nan,nan,"91,00m²",4,Menosde1año,3.516.484/m²,"$190,000"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello barrio Obrero,$ 185.000.000,"54,00 m²",2,2,2,nan,"54,00m²",4,nan,3.425.926/m²,nan
Apartamento en Venta Bello Norteamerica,$ 220.000.000,"63,00 m²",3,2,1,nan,"63,00m²",4,1a8años,3.492.063/m²,nan
Apartamento en Venta Bello Obrero,$ 160.000.000,"76,00 m²",3,2,nan,"76,00m²","76,00m²",3,16a30años,2.105.263/m²,"$150,000"
Apartamento en Venta Bello SANTA ANA,$ 260.000.000,"89,00 m²",3,2,1,"89,00m²","89,00m²",4,Menosde1año,2.921.348/m²,nan
Apartamento en Venta Bello AMAZONIA,$ 230.000.000,"78,60 m²",3,2,nan,nan,"78,60m²",4,Menosde1año,2.926.209/m²,"$151,000"
Apartamento en Venta Bello cabañitas,$ 230.000.000,"69,00 m²",3,2,nan,"69,00m²","69,00m²",4,1a8años,3.333.333/m²,nan
Apartamento en Venta Bello LAS CABAÑITAS,$ 215.000.000,"110,00 m²",4,2,nan,nan,"110,00m²",4,nan,1.954.545/m²,nan
Apartamento en Venta Bello cabañas,$ 270.000.000,"82,00 m²",3,2,1,"82,00m²","82,00m²",5,1a8años,3.292.683/m²,"$260,000"
Apartamento en Venta Bello cabañas,$ 251.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.691.176/m²,nan
Apartamento en Venta Bello CABAÑAS AMAZONIA,$ 255.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,Menosde1año,3.541.667/m²,"$157,500"
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"135,00 m²",4,2,nan,"135,00m²","135,00m²",3,16a30años,1.629.630/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello HACIENDA NIQUIA CERCA AL C C PUERTA DEL NORTE,$ 250.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.731.343/m²,nan
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañitas,$ 320.000.000,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,1a8años,4.050.633/m²,"$203,000"
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 120.000.000,"52,00 m²",3,2,nan,nan,"52,00m²",5,Menosde1año,2.307.692/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Perez comfama,$ 170.000.000,"60,80 m²",3,2,1,"61,00m²","60,80m²",3,Menosde1año,2.796.053/m²,"$110,000"
Apartamento en Venta Bello BELLO,$ 130.000.000,"55,00 m²",2,1,nan,nan,"55,00m²",2,Menosde1año,2.363.636/m²,"$104,000"
Apartamento en Venta Bello niquia cerca ala estacion,$ 230.000.000,"82,00 m²",3,2,1,nan,"82,00m²",4,1a8años,2.804.878/m²,nan
Apartamento en Venta Bello BELLO,$ 215.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",3,1a8años,3.208.955/m²,"$126,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 210.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,2.916.667/m²,"$157,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS,$ 165.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",2,9a15años,2.750.000/m²,nan
Apartamento en Venta Bello NAVARRA,$ 220.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,nan,3.384.615/m²,nan
Apartamento en Venta Bello barrio perez,$ 174.000.000,"72,00 m²",3,2,nan,"72,00m²","72,00m²",3,Menosde1año,2.416.667/m²,nan
Apartamento en Venta Bello EL TRAPICHE,$ 125.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.016.129/m²,nan
Apartamento en Venta Bello Niquia,$ 195.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.000.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 260.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.661.972/m²,"$143,000"
Apartamento en Venta Bello Niquia Camacol,$ 250.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,1a8años,3.472.222/m²,nan
Apartamento en Venta Bello NIQUIA,$ 195.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,nan,3.482.143/m²,nan
Apartamento en Venta Bello NIQUIA,$ 238.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",3,1a8años,3.400.000/m²,nan
Apartamento en Venta Bello bellavista,$ 165.000.000,"63,00 m²",3,2,nan,"63,00m²","63,00m²",3,1a8años,2.619.048/m²,nan
Apartamento en Venta Bello NIQUIA,$ 238.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.131.579/m²,"$157,000"
Apartamento en Venta Bello NIQUIA,$ 380.000.000,"82,00 m²",3,2,1,"82,00m²","82,00m²",3,1a8años,4.634.146/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 230.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.333.333/m²,"$150,000"
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",3,1a8años,3.666.667/m²,nan
Apartamento en Venta Bello NIQUIA,$ 168.000.000,"70,00 m²",3,2,nan,"70,00m²","70,00m²",3,16a30años,2.400.000/m²,nan
Apartamento en Venta Bello NAVARRA,$ 160.000.000,"57,00 m²",2,1,nan,nan,"57,00m²",3,nan,2.807.018/m²,nan
Apartamento en Venta Bello la primavera,$ 185.000.000,"70,00 m²",3,2,1,"67,00m²","70,00m²",3,1a8años,2.642.857/m²,"$135,000"
Apartamento en Venta Bello BELLO,$ 140.000.000,"58,00 m²",3,1,nan,"58,00m²","58,00m²",4,1a8años,2.413.793/m²,nan
Apartamento en Venta Bello niquia,$ 220.000.000,"76,00 m²",3,2,1,nan,"76,00m²",4,nan,2.894.737/m²,nan
Apartamento en Venta Bello CABAÑITAS,$ 325.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",5,1a8años,4.062.500/m²,"$170,000"
Apartamento en Venta Bello la madera,$ 170.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",3,1a8años,3.090.909/m²,nan
Apartamento en Venta Bello VALERIAS,$ 144.800.000,"85,00 m²",3,2,2,nan,"85,00m²",3,nan,1.703.529/m²,nan
Apartamento en Venta Bello cabañas,$ 205.000.000,"97,00 m²",3,2,1,"97,00m²","97,00m²",4,9a15años,2.113.402/m²,"$25,000E"
Apartamento en Venta Bello MACHADO,$ 120.000.000,"56,00 m²",2,2,nan,"56,00m²","56,00m²",3,1a8años,2.142.857/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello Navarra Plaza Navarra,$ 173.000.000,"64,90 m²",3,2,1,"65,00m²","64,90m²",3,1a8años,2.665.639/m²,"$125,000"
Apartamento en Venta Bello La Cabañita,$ 240.000.000,"97,00 m²",3,2,1,nan,"97,00m²",4,9a15años,2.474.227/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$143,000"
Apartamento en Venta Bello La madera Bello,$ 172.000.000,"58,00 m²",2,2,nan,"58,00m²","58,00m²",3,1a8años,2.965.517/m²,"$116,950"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 217.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,3.238.806/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑITAS,$ 400.000.000,"120,00 m²",4,2,5,"120,00m²","120,00m²",4,1a8años,3.333.333/m²,nan
Apartamento en Venta Bello BELLO,$ 150.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",4,1a8años,2.500.000/m²,"$150,000"
Apartamento en Venta Bello CABAÑITAS,$ 360.000.000,"106,00 m²",3,2,nan,"106,00m²","106,00m²",4,1a8años,3.396.226/m²,nan
Apartamento en Venta Bello NIQUIA,$ 255.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,nan,3.541.667/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 215.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.161.765/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑITAS,$ 260.000.000,"116,00 m²",3,2,1,"116,00m²","116,00m²",4,1a8años,2.241.379/m²,nan
Apartamento en Venta Bello MADERA,$ 172.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",3,1a8años,2.866.667/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Barrio Trapiche,$ 98.000.000,"50,00 m²",2,1,nan,"50,00m²","50,00m²",1,1a8años,1.960.000/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,nan,3.153.846/m²,nan
Apartamento en Venta Bello niquia,$ 155.000.000,"57,00 m²",3,2,1,nan,"57,00m²",3,nan,2.719.298/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",3,1a8años,2.894.737/m²,"$154,000"
Apartamento en Venta Bello NIQUIA LAS COMETAS,$ 155.000.000,"67,00 m²",4,2,nan,nan,"67,00m²",3,1a8años,2.313.433/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 236.000.000,"78,00 m²",2,2,1,"67,00m²","78,00m²",3,Menosde1año,3.025.641/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 188.000.000,"52,00 m²",2,2,2,"52,00m²","52,00m²",4,Menosde1año,3.615.385/m²,nan
Apartamento en Venta Bello NIQUIA,$ 246.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,Menosde1año,3.464.789/m²,"$130,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Amazonía,$ 230.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,nan,3.538.462/m²,nan
Apartamento en Venta Bello NIQUIA,$ 235.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,Menosde1año,3.092.105/m²,"$140,000"
Apartamento en Venta Bello UNIDAD OPORTO CERCA A LA ESTACIÓN MADERA,$ 298.000.000,"80,00 m²",3,2,1,nan,"80,00m²",4,1a8años,3.725.000/m²,nan
Apartamento en Venta Bello Trapiche,$ 175.000.000,"48,00 m²",3,2,1,nan,"48,00m²",3,Menosde1año,3.645.833/m²,"$138,700"
Apartamento en Venta Bello Niquia,$ 90.000.000,"41,00 m²",1,1,nan,"41,00m²","41,00m²",3,16a30años,2.195.122/m²,nan
Apartamento en Venta Bello BELLO,$ 270.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,Menosde1año,4.029.851/m²,"$190,000"
Apartamento en Venta Bello Carmelo,$ 230.000.000,"80,00 m²",3,2,nan,nan,"80,00m²",3,1a8años,2.875.000/m²,nan
Apartamento en Venta Bello BELLO,$ 175.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",3,1a8años,3.240.741/m²,nan
Apartamento en Venta Bello BELLO,$ 190.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,nan,2.835.821/m²,"$150,000"
Apartamento en Venta Bello El Trapiche,$ 150.000.000,"57,00 m²",3,2,1,nan,"57,00m²",3,1a8años,2.631.579/m²,"$80,000E"
Apartamento en Venta Bello NIQUIA,$ 135.000.000,"58,00 m²",2,2,nan,"58,00m²","58,00m²",3,1a8años,2.327.586/m²,nan
Apartamento en Venta Bello trapiche,$ 150.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",3,9a15años,2.500.000/m²,"$110,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SAN MARTIN,$ 110.000.000,"56,00 m²",3,2,nan,nan,"56,00m²",3,nan,1.964.286/m²,"$50,000E"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Puerta Madera,$ 200.000.000,"67,00 m²",3,2,1,"65,00m²","67,00m²",3,1a8años,2.985.075/m²,"$135,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Florida,$ 190.000.000,"76,00 m²",4,2,1,"76,00m²","76,00m²",3,1a8años,2.500.000/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.235.294/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 240.000.000,"70,00 m²",3,2,1,nan,"70,00m²",3,1a8años,3.428.571/m²,"$149,000"
Apartamento en Venta Bello CABAÑITAS,$ 270.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.913.043/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello playa rica,$ 115.000.000,"38,00 m²",2,1,nan,"38,00m²","38,00m²",3,Menosde1año,3.026.316/m²,"$88,000E"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello niquia,$ 185.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,1a8años,3.083.333/m²,"$150,000"
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 215.000.000,"57,00 m²",2,2,1,"57,00m²","57,00m²",3,1a8años,3.771.930/m²,nan
Apartamento en Venta Bello BELLO,$ 185.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",3,1a8años,3.083.333/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Santa Ana,$ 220.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",4,1a8años,3.333.333/m²,"$160,000"
Apartamento en Venta Bello BELLO,$ 260.000.000,"68,00 m²",3,r,nan,nan,"68,00m²",4,Menosde1año,3.823.529/m²,"$130,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 170.000.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",4,1a8años,3.269.231/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 115.000.000,"73,00 m²",2,1,nan,"73,00m²","73,00m²",3,1a8años,1.575.342/m²,nan
Apartamento en Venta Bello NIQUIA,$ 250.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",3,1a8años,3.571.429/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 260.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",3,1a8años,3.880.597/m²,nan
Apartamento en Venta Bello BELLO,$ 163.000.000,"60,00 m²",3,2,1,"59,00m²","60,00m²",3,Menosde1año,2.716.667/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello CABAITAS,$ 230.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.026.316/m²,"$192,000"
Apartamento en Venta Bello SANTA ANA,$ 182.000.000,"50,00 m²",2,2,1,"50,00m²","50,00m²",5,Menosde1año,3.640.000/m²,"$122,000"
Apartamento en Venta Bello PANAMERICANO,$ 168.000.000,"50,00 m²",1,2,1,"48,00m²","50,00m²",4,Menosde1año,3.360.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$143,000"
Apartamento en Venta Bello Cabañitas Unidad La Quinta,$ 222.000.000,"64,50 m²",2,2,1,"65,00m²","64,50m²",4,1a8años,3.441.860/m²,"$103,000"
Apartamento en Venta Bello Navarra Plaza Navarra,$ 173.000.000,"64,90 m²",3,2,1,"65,00m²","64,90m²",3,1a8años,2.665.639/m²,"$125,000"
Apartamento en Venta Bello Navarra Plaza Navarra,$ 170.000.000,"58,60 m²",2,2,1,"59,00m²","58,60m²",3,1a8años,2.901.024/m²,"$110,000"
Apartamento en Venta Bello Niquia Edificio Vinilo,$ 125.000.000,"39,50 m²",2,1,nan,"40,00m²","39,50m²",3,1a8años,3.164.557/m²,"$120,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Estación Madera,$ 195.000.000,"67,00 m²",2,2,1,nan,"67,00m²",3,1a8años,2.910.448/m²,"$138,000"
Apartamento en Venta Bello Cabañas ,$ 245.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",3,Menosde1año,3.450.704/m²,"$100,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello cabañitas amazonia,$ 235.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.092.105/m²,"$180,000"
Apartamento en Venta Bello cabañas,$ 230.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.333.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,nan,3.660.714/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello amazonia,$ 270.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.913.043/m²,nan
Apartamento en Venta Bello Cabañas,$ 255.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,Menosde1año,3.541.667/m²,nan
Apartamento en Venta Bello NIQUIA,$ 210.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",3,1a8años,2.916.667/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 262.000.000,"82,00 m²",3,3,nan,"82,00m²","82,00m²",3,Menosde1año,3.195.122/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Bello,$ 220.000.000,"72,00 m²",3,2,2,"72,00m²","72,00m²",4,Menosde1año,3.055.556/m²,nan
Apartamento en Venta Bello TRAPICHE,$ 135.000.000,"65,00 m²",3,2,nan,nan,"65,00m²",3,nan,2.076.923/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 170.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",3,1a8años,2.833.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,Menosde1año,3.142.857/m²,"$185,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Amazonia Porto Leticia,$ 212.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,3.312.500/m²,"$160,000"
Apartamento en Venta Bello Obra 2000,$ 160.000.000,"92,00 m²",3,2,nan,"92,00m²","92,00m²",3,1a8años,1.739.130/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Amazonia Porto Leticia,$ 220.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,3.437.500/m²,"$160,000"
Apartamento en Venta Bello Santa Ana Puerto Alegre,$ 159.000.000,"52,00 m²",3,2,nan,"52,00m²","52,00m²",4,1a8años,3.057.692/m²,"$90,000E"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Belvedere Madera Fina,$ 190.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.923.077/m²,"$160,000"
Apartamento en Venta Bello Niquia Los Arboles,$ 240.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.478.261/m²,"$210,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Camacol,$ 85.000.000,"65,00 m²",2,1,nan,"65,00m²","65,00m²",2,9a15años,1.307.692/m²,nan
Apartamento en Venta Bello Amazonia Camino del Viento,$ 225.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.308.824/m²,"$134,000"
Apartamento en Venta Bello Cabañitas Ciudad Central,$ 230.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.194.444/m²,"$160,000"
Apartamento en Venta Bello La Buena Esquina,$ 130.000.000,"54,00 m²",2,1,nan,"54,00m²","54,00m²",3,16a30años,2.407.407/m²,nan
